Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/1           arma::eOp<arma::Mat<double>, arma::eop_pow>::eOp(arma::Mat<double> const&, double) [218]
                0.00    0.00       1/1           arma::Col<double>::Col<arma::eOp<arma::Mat<double>, arma::eop_pow> >(arma::Base<double, arma::eOp<arma::Mat<double>, arma::eop_pow> > const&) [216]
                0.00    0.00       1/1           arma::eOp<arma::Mat<double>, arma::eop_pow>::~eOp() [219]
                0.00    0.00       1/14          std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [151]
-----------------------------------------------
                0.00    0.01       1/1           main [34]
[48]     0.0    0.00    0.01       1         Activator::run_loops(int) [48]
                0.00    0.01       1/1           Activator::calculateConvolution() [47]
                0.00    0.00       3/3           void arma::arrayops::inplace_div<double>(double*, double, unsigned long long) [206]
-----------------------------------------------
                0.00    0.00       1/1           Activator::calculateConvolution() [47]
[49]     0.0    0.00    0.00       1         Activator::calculateChi(arma::Col<double>&, arma::Col<double>&) [49]
                0.00    0.00   59506/1355743     __gnu_cxx::__promote_2<double, int, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<double, int>(double, int) [33]
                0.00    0.00       1/4           arma::Col<double>::Col(unsigned long long) [171]
                0.00    0.00       1/14          std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [151]
                0.00    0.00       1/4           arma::Mat<double>::save(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, arma::file_type, bool) const [178]
                0.00    0.00       1/12          arma::Col<double>::~Col() [155]
-----------------------------------------------
                0.00    0.00    2896/2896        std::vector<Bond, std::allocator<Bond> >::push_back(Bond const&) [13]
[50]     0.0    0.00    0.00    2896         void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&) [50]
                0.00    0.00    1582/2836521     void std::allocator_traits<std::allocator<Bond> >::construct<Bond, Bond const&>(std::allocator<Bond>&, Bond*, Bond const&) [14]
                0.00    0.00    1827/1827        std::vector<Bond, std::allocator<Bond> >::_M_check_len(unsigned long, char const*) const [51]
                0.00    0.00    1767/3149738     std::vector<Bond, std::allocator<Bond> >::size() const [27]
                0.00    0.00    1570/3890519     Bond const& std::forward<Bond const&>(std::remove_reference<Bond const&>::type&) [35]
                0.00    0.00    3639/3749        std::_Vector_base<Bond, std::allocator<Bond> >::_M_get_Tp_allocator() [63]
                0.00    0.00    2907/3014        void std::_Destroy<Bond*, Bond>(Bond*, Bond*, std::allocator<Bond>&) [68]
                0.00    0.00    2423/2520        std::_Vector_base<Bond, std::allocator<Bond> >::_M_deallocate(Bond*, unsigned long) [70]
                0.00    0.00    1883/1883        Bond* std::__uninitialized_move_if_noexcept_a<Bond*, Bond*, std::allocator<Bond> >(Bond*, Bond*, Bond*, std::allocator<Bond>&) [77]
                0.00    0.00    1655/1655        std::_Vector_base<Bond, std::allocator<Bond> >::_M_allocate(unsigned long) [80]
-----------------------------------------------
                0.00    0.00    1827/1827        void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&) [50]
[51]     0.0    0.00    0.00    1827         std::vector<Bond, std::allocator<Bond> >::_M_check_len(unsigned long, char const*) const [51]
                0.00    0.00    6128/3149738     std::vector<Bond, std::allocator<Bond> >::size() const [27]
                0.00    0.00    3024/3024        std::vector<Bond, std::allocator<Bond> >::max_size() const [67]
                0.00    0.00    1563/1563        unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [85]
-----------------------------------------------
                0.00    0.00    2233/2233        _GLOBAL__sub_I__ZN9ActivatorC2Ei13LatticeType_t [1]
[52]     0.0    0.00    0.00    2233         Lattice::binomial_coeff(int) [52]
                0.00    0.00    2492/3149738     std::vector<Bond, std::allocator<Bond> >::size() const [27]
-----------------------------------------------
                0.00    0.00     155/155         Lattice::shuffleBonds() [4]
[53]     0.0    0.00    0.00     155         std::vector<Bond, std::allocator<Bond> >::begin() [53]
                0.00    0.00     106/3123165     __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::__normal_iterator(Bond* const&) [30]
-----------------------------------------------
                0.00    0.00     118/118         Lattice::shuffleBonds() [4]
[54]     0.0    0.00    0.00     118         std::vector<Bond, std::allocator<Bond> >::end() [54]
                0.00    0.00     105/3123165     __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >::__normal_iterator(Bond* const&) [30]
-----------------------------------------------
                0.00    0.00  119483/119483      bool arma::diskio::save_csv_ascii<double>(arma::Mat<double> const&, std::ostream&) [177]
[61]     0.0    0.00    0.00  119483         std::isfinite(double) [61]
-----------------------------------------------
                0.00    0.00    1416/6252        __gnu_cxx::new_allocator<Bond>::allocate(unsigned long, void const*) [84]
                0.00    0.00    4836/6252        std::allocator_traits<std::allocator<Bond> >::max_size(std::allocator<Bond> const&) [65]
[62]     0.0    0.00    0.00    6252         __gnu_cxx::new_allocator<Bond>::max_size() const [62]
-----------------------------------------------
                0.00    0.00     110/3749        std::vector<Bond, std::allocator<Bond> >::~vector() [107]
                0.00    0.00    3639/3749        void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&) [50]
[63]     0.0    0.00    0.00    3749         std::_Vector_base<Bond, std::allocator<Bond> >::_M_get_Tp_allocator() [63]
-----------------------------------------------
                0.00    0.00    3236/3236        std::move_iterator<Bond*> std::__make_move_if_noexcept_iterator<Bond, std::move_iterator<Bond*> >(Bond*) [66]
[64]     0.0    0.00    0.00    3236         std::move_iterator<Bond*>::move_iterator(Bond*) [64]
-----------------------------------------------
                0.00    0.00    3233/3233        std::vector<Bond, std::allocator<Bond> >::max_size() const [67]
[65]     0.0    0.00    0.00    3233         std::allocator_traits<std::allocator<Bond> >::max_size(std::allocator<Bond> const&) [65]
                0.00    0.00    4836/6252        __gnu_cxx::new_allocator<Bond>::max_size() const [62]
-----------------------------------------------
                0.00    0.00    3033/3033        Bond* std::__uninitialized_move_if_noexcept_a<Bond*, Bond*, std::allocator<Bond> >(Bond*, Bond*, Bond*, std::allocator<Bond>&) [77]
[66]     0.0    0.00    0.00    3033         std::move_iterator<Bond*> std::__make_move_if_noexcept_iterator<Bond, std::move_iterator<Bond*> >(Bond*) [66]
                0.00    0.00    3236/3236        std::move_iterator<Bond*>::move_iterator(Bond*) [64]
-----------------------------------------------
                0.00    0.00    3024/3024        std::vector<Bond, std::allocator<Bond> >::_M_check_len(unsigned long, char const*) const [51]
[67]     0.0    0.00    0.00    3024         std::vector<Bond, std::allocator<Bond> >::max_size() const [67]
                0.00    0.00    3233/3233        std::allocator_traits<std::allocator<Bond> >::max_size(std::allocator<Bond> const&) [65]
                0.00    0.00    2852/2852        std::_Vector_base<Bond, std::allocator<Bond> >::_M_get_Tp_allocator() const [69]
-----------------------------------------------
                0.00    0.00     107/3014        std::vector<Bond, std::allocator<Bond> >::~vector() [107]
                0.00    0.00    2907/3014        void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&) [50]
[68]     0.0    0.00    0.00    3014         void std::_Destroy<Bond*, Bond>(Bond*, Bond*, std::allocator<Bond>&) [68]
                0.00    0.00    1400/1400        void std::_Destroy<Bond*>(Bond*, Bond*) [87]
-----------------------------------------------
                0.00    0.00    2852/2852        std::vector<Bond, std::allocator<Bond> >::max_size() const [67]
[69]     0.0    0.00    0.00    2852         std::_Vector_base<Bond, std::allocator<Bond> >::_M_get_Tp_allocator() const [69]
-----------------------------------------------
                0.00    0.00      97/2520        std::_Vector_base<Bond, std::allocator<Bond> >::~_Vector_base() [111]
                0.00    0.00    2423/2520        void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&) [50]
[70]     0.0    0.00    0.00    2520         std::_Vector_base<Bond, std::allocator<Bond> >::_M_deallocate(Bond*, unsigned long) [70]
                0.00    0.00    1377/1377        std::allocator_traits<std::allocator<Bond> >::deallocate(std::allocator<Bond>&, Bond*, unsigned long) [88]
-----------------------------------------------
                0.00    0.00    2452/2452        Bond* std::copy<std::move_iterator<Bond*>, Bond*>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*) [73]
[71]     0.0    0.00    0.00    2452         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<Bond*>(std::move_iterator<Bond*>) [71]
                0.00    0.00    2016/2016        Bond* std::__miter_base<Bond*>(Bond*) [74]
                0.00    0.00    2012/2012        std::move_iterator<Bond*>::base() const [75]
-----------------------------------------------
                0.00    0.00    2450/2450        Bond* std::__copy_move_a2<true, Bond*, Bond*>(Bond*, Bond*, Bond*) [90]
[72]     0.0    0.00    0.00    2450         Bond* std::__niter_base<Bond*>(Bond*) [72]
-----------------------------------------------
                0.00    0.00    2041/2041        Bond* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<Bond*>, Bond*>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*) [83]
[73]     0.0    0.00    0.00    2041         Bond* std::copy<std::move_iterator<Bond*>, Bond*>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*) [73]
                0.00    0.00    2452/2452        decltype (__miter_base(({parm#1}.base)())) std::__miter_base<Bond*>(std::move_iterator<Bond*>) [71]
                0.00    0.00    1116/1116        Bond* std::__copy_move_a2<true, Bond*, Bond*>(Bond*, Bond*, Bond*) [90]
-----------------------------------------------
                0.00    0.00    2016/2016        decltype (__miter_base(({parm#1}.base)())) std::__miter_base<Bond*>(std::move_iterator<Bond*>) [71]
[74]     0.0    0.00    0.00    2016         Bond* std::__miter_base<Bond*>(Bond*) [74]
-----------------------------------------------
                0.00    0.00    2012/2012        decltype (__miter_base(({parm#1}.base)())) std::__miter_base<Bond*>(std::move_iterator<Bond*>) [71]
[75]     0.0    0.00    0.00    2012         std::move_iterator<Bond*>::base() const [75]
-----------------------------------------------
                0.00    0.00    1911/1911        std::allocator_traits<std::allocator<Bond> >::deallocate(std::allocator<Bond>&, Bond*, unsigned long) [88]
[76]     0.0    0.00    0.00    1911         __gnu_cxx::new_allocator<Bond>::deallocate(Bond*, unsigned long) [76]
-----------------------------------------------
                0.00    0.00    1883/1883        void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&) [50]
[77]     0.0    0.00    0.00    1883         Bond* std::__uninitialized_move_if_noexcept_a<Bond*, Bond*, std::allocator<Bond> >(Bond*, Bond*, Bond*, std::allocator<Bond>&) [77]
                0.00    0.00    3033/3033        std::move_iterator<Bond*> std::__make_move_if_noexcept_iterator<Bond, std::move_iterator<Bond*> >(Bond*) [66]
                0.00    0.00    1820/1820        Bond* std::__uninitialized_copy_a<std::move_iterator<Bond*>, Bond*, Bond>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*, std::allocator<Bond>&) [78]
-----------------------------------------------
                0.00    0.00    1820/1820        Bond* std::__uninitialized_move_if_noexcept_a<Bond*, Bond*, std::allocator<Bond> >(Bond*, Bond*, Bond*, std::allocator<Bond>&) [77]
[78]     0.0    0.00    0.00    1820         Bond* std::__uninitialized_copy_a<std::move_iterator<Bond*>, Bond*, Bond>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*, std::allocator<Bond>&) [78]
                0.00    0.00    1642/1642        Bond* std::uninitialized_copy<std::move_iterator<Bond*>, Bond*>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*) [82]
-----------------------------------------------
                0.00    0.00    1738/1738        void std::_Destroy<Bond*>(Bond*, Bond*) [87]
[79]     0.0    0.00    0.00    1738         void std::_Destroy_aux<true>::__destroy<Bond*>(Bond*, Bond*) [79]
-----------------------------------------------
                0.00    0.00    1655/1655        void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&) [50]
[80]     0.0    0.00    0.00    1655         std::_Vector_base<Bond, std::allocator<Bond> >::_M_allocate(unsigned long) [80]
                0.00    0.00    1435/1435        std::allocator_traits<std::allocator<Bond> >::allocate(std::allocator<Bond>&, unsigned long) [86]
-----------------------------------------------
                0.00    0.00    1643/1643        Bond* std::__copy_move_a<true, Bond*, Bond*>(Bond*, Bond*, Bond*) [89]
[81]     0.0    0.00    0.00    1643         Bond* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<Bond>(Bond const*, Bond const*, Bond*) [81]
-----------------------------------------------
                0.00    0.00    1642/1642        Bond* std::__uninitialized_copy_a<std::move_iterator<Bond*>, Bond*, Bond>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*, std::allocator<Bond>&) [78]
[82]     0.0    0.00    0.00    1642         Bond* std::uninitialized_copy<std::move_iterator<Bond*>, Bond*>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*) [82]
                0.00    0.00    1636/1636        Bond* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<Bond*>, Bond*>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*) [83]
-----------------------------------------------
                0.00    0.00    1636/1636        Bond* std::uninitialized_copy<std::move_iterator<Bond*>, Bond*>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*) [82]
[83]     0.0    0.00    0.00    1636         Bond* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<Bond*>, Bond*>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*) [83]
                0.00    0.00    2041/2041        Bond* std::copy<std::move_iterator<Bond*>, Bond*>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*) [73]
-----------------------------------------------
                0.00    0.00    1564/1564        std::allocator_traits<std::allocator<Bond> >::allocate(std::allocator<Bond>&, unsigned long) [86]
[84]     0.0    0.00    0.00    1564         __gnu_cxx::new_allocator<Bond>::allocate(unsigned long, void const*) [84]
                0.00    0.00    1416/6252        __gnu_cxx::new_allocator<Bond>::max_size() const [62]
-----------------------------------------------
                0.00    0.00    1563/1563        std::vector<Bond, std::allocator<Bond> >::_M_check_len(unsigned long, char const*) const [51]
[85]     0.0    0.00    0.00    1563         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [85]
-----------------------------------------------
                0.00    0.00    1435/1435        std::_Vector_base<Bond, std::allocator<Bond> >::_M_allocate(unsigned long) [80]
[86]     0.0    0.00    0.00    1435         std::allocator_traits<std::allocator<Bond> >::allocate(std::allocator<Bond>&, unsigned long) [86]
                0.00    0.00    1564/1564        __gnu_cxx::new_allocator<Bond>::allocate(unsigned long, void const*) [84]
-----------------------------------------------
                0.00    0.00    1400/1400        void std::_Destroy<Bond*, Bond>(Bond*, Bond*, std::allocator<Bond>&) [68]
[87]     0.0    0.00    0.00    1400         void std::_Destroy<Bond*>(Bond*, Bond*) [87]
                0.00    0.00    1738/1738        void std::_Destroy_aux<true>::__destroy<Bond*>(Bond*, Bond*) [79]
-----------------------------------------------
                0.00    0.00    1377/1377        std::_Vector_base<Bond, std::allocator<Bond> >::_M_deallocate(Bond*, unsigned long) [70]
[88]     0.0    0.00    0.00    1377         std::allocator_traits<std::allocator<Bond> >::deallocate(std::allocator<Bond>&, Bond*, unsigned long) [88]
                0.00    0.00    1911/1911        __gnu_cxx::new_allocator<Bond>::deallocate(Bond*, unsigned long) [76]
-----------------------------------------------
                0.00    0.00    1157/1157        Bond* std::__copy_move_a2<true, Bond*, Bond*>(Bond*, Bond*, Bond*) [90]
[89]     0.0    0.00    0.00    1157         Bond* std::__copy_move_a<true, Bond*, Bond*>(Bond*, Bond*, Bond*) [89]
                0.00    0.00    1643/1643        Bond* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<Bond>(Bond const*, Bond const*, Bond*) [81]
-----------------------------------------------
                0.00    0.00    1116/1116        Bond* std::copy<std::move_iterator<Bond*>, Bond*>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*) [73]
[90]     0.0    0.00    0.00    1116         Bond* std::__copy_move_a2<true, Bond*, Bond*>(Bond*, Bond*, Bond*) [90]
                0.00    0.00    2450/2450        Bond* std::__niter_base<Bond*>(Bond*) [72]
                0.00    0.00    1157/1157        Bond* std::__copy_move_a<true, Bond*, Bond*>(Bond*, Bond*, Bond*) [89]
-----------------------------------------------
                0.00    0.00     517/517         bool arma::diskio::save_csv_ascii<double>(arma::Mat<double> const&, std::ostream&) [177]
[91]     0.0    0.00    0.00     517         void arma::arma_ostream::print_elem_zero<double>(std::ostream&, bool) [91]
-----------------------------------------------
                0.00    0.00     128/332         Lattice::Lattice(int) [21]
                0.00    0.00     204/332         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [103]
[92]     0.0    0.00    0.00     332         std::allocator<int>::~allocator() [92]
                0.00    0.00     267/267         __gnu_cxx::new_allocator<int>::~new_allocator() [94]
-----------------------------------------------
                0.00    0.00      83/268         std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long) [44]
                0.00    0.00     185/268         std::vector<int, std::allocator<int> >::~vector() [99]
[93]     0.0    0.00    0.00     268         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [93]
-----------------------------------------------
                0.00    0.00     267/267         std::allocator<int>::~allocator() [92]
[94]     0.0    0.00    0.00     267         __gnu_cxx::new_allocator<int>::~new_allocator() [94]
-----------------------------------------------
                0.00    0.00     251/251         void std::fill<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [24]
[95]     0.0    0.00    0.00     251         int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [95]
                0.00    0.00     161/161         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [106]
-----------------------------------------------
                0.00    0.00     238/238         std::vector<int, std::allocator<int> >::~vector() [99]
[96]     0.0    0.00    0.00     238         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [96]
                0.00    0.00     217/217         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [100]
                0.00    0.00     172/172         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [103]
-----------------------------------------------
                0.00    0.00      89/236         std::vector<int, std::allocator<int> >::begin() [112]
                0.00    0.00     147/236         std::vector<int, std::allocator<int> >::end() [142]
[97]     0.0    0.00    0.00     236         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [97]
-----------------------------------------------
                0.00    0.00     224/224         std::vector<int, std::allocator<int> >::~vector() [99]
[98]     0.0    0.00    0.00     224         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [98]
                0.00    0.00     165/165         void std::_Destroy<int*>(int*, int*) [104]
-----------------------------------------------
                0.00    0.00     219/219         Lattice::~Lattice() [109]
[99]     0.0    0.00    0.00     219         std::vector<int, std::allocator<int> >::~vector() [99]
                0.00    0.00     238/238         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [96]
                0.00    0.00     224/224         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [98]
                0.00    0.00     185/268         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [93]
-----------------------------------------------
                0.00    0.00     217/217         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [96]
[100]    0.0    0.00    0.00     217         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [100]
                0.00    0.00      83/83          std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [143]
-----------------------------------------------
                0.00    0.00      79/213         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [137]
                0.00    0.00     134/213         Lattice::Lattice(int) [21]
[101]    0.0    0.00    0.00     213         std::allocator<int>::allocator() [101]
                0.00    0.00     205/205         __gnu_cxx::new_allocator<int>::new_allocator() [102]
-----------------------------------------------
                0.00    0.00     205/205         std::allocator<int>::allocator() [101]
[102]    0.0    0.00    0.00     205         __gnu_cxx::new_allocator<int>::new_allocator() [102]
-----------------------------------------------
                0.00    0.00     172/172         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [96]
[103]    0.0    0.00    0.00     172         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [103]
                0.00    0.00     204/332         std::allocator<int>::~allocator() [92]
-----------------------------------------------
                0.00    0.00     165/165         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [98]
[104]    0.0    0.00    0.00     165         void std::_Destroy<int*>(int*, int*) [104]
                0.00    0.00     162/162         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [105]
-----------------------------------------------
                0.00    0.00     162/162         void std::_Destroy<int*>(int*, int*) [104]
[105]    0.0    0.00    0.00     162         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [105]
-----------------------------------------------
                0.00    0.00     161/161         int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [95]
[106]    0.0    0.00    0.00     161         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [106]
-----------------------------------------------
                0.00    0.00     157/157         Lattice::~Lattice() [109]
[107]    0.0    0.00    0.00     157         std::vector<Bond, std::allocator<Bond> >::~vector() [107]
                0.00    0.00     121/121         std::_Vector_base<Bond, std::allocator<Bond> >::~_Vector_base() [111]
                0.00    0.00     110/3749        std::_Vector_base<Bond, std::allocator<Bond> >::_M_get_Tp_allocator() [63]
                0.00    0.00     107/3014        void std::_Destroy<Bond*, Bond>(Bond*, Bond*, std::allocator<Bond>&) [68]
-----------------------------------------------
                0.00    0.00     142/142         std::vector<Coordinate, std::allocator<Coordinate> >::vector() [119]
[108]    0.0    0.00    0.00     142         std::_Vector_base<Coordinate, std::allocator<Coordinate> >::_Vector_base() [108]
                0.00    0.00     119/119         std::_Vector_base<Coordinate, std::allocator<Coordinate> >::_Vector_impl::_Vector_impl() [113]
-----------------------------------------------
                0.00    0.00       1/138         Activator::~Activator() [225]
                0.00    0.00     137/138         _GLOBAL__sub_I__ZN9ActivatorC2Ei13LatticeType_t [1]
[109]    0.0    0.00    0.00     138         Lattice::~Lattice() [109]
                0.00    0.00     219/219         std::vector<int, std::allocator<int> >::~vector() [99]
                0.00    0.00     157/157         std::vector<Bond, std::allocator<Bond> >::~vector() [107]
                0.00    0.00     114/114         std::vector<Coordinate, std::allocator<Coordinate> >::~vector() [116]
-----------------------------------------------
                0.00    0.00     124/124         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [136]
[110]    0.0    0.00    0.00     124         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [110]
                0.00    0.00      93/93          std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [132]
-----------------------------------------------
                0.00    0.00     121/121         std::vector<Bond, std::allocator<Bond> >::~vector() [107]
[111]    0.0    0.00    0.00     121         std::_Vector_base<Bond, std::allocator<Bond> >::~_Vector_base() [111]
                0.00    0.00      97/2520        std::_Vector_base<Bond, std::allocator<Bond> >::_M_deallocate(Bond*, unsigned long) [70]
                0.00    0.00      91/91          std::_Vector_base<Bond, std::allocator<Bond> >::_Vector_impl::~_Vector_impl() [134]
-----------------------------------------------
                0.00    0.00     121/121         Lattice::Lattice(int) [21]
[112]    0.0    0.00    0.00     121         std::vector<int, std::allocator<int> >::begin() [112]
                0.00    0.00      89/236         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [97]
-----------------------------------------------
                0.00    0.00     119/119         std::_Vector_base<Coordinate, std::allocator<Coordinate> >::_Vector_base() [108]
[113]    0.0    0.00    0.00     119         std::_Vector_base<Coordinate, std::allocator<Coordinate> >::_Vector_impl::_Vector_impl() [113]
                0.00    0.00     117/117         std::allocator<Coordinate>::allocator() [114]
-----------------------------------------------
                0.00    0.00     117/117         std::_Vector_base<Coordinate, std::allocator<Coordinate> >::_Vector_impl::_Vector_impl() [113]
[114]    0.0    0.00    0.00     117         std::allocator<Coordinate>::allocator() [114]
                0.00    0.00     116/116         __gnu_cxx::new_allocator<Coordinate>::new_allocator() [115]
-----------------------------------------------
                0.00    0.00     116/116         std::allocator<Coordinate>::allocator() [114]
[115]    0.0    0.00    0.00     116         __gnu_cxx::new_allocator<Coordinate>::new_allocator() [115]
-----------------------------------------------
                0.00    0.00     114/114         Lattice::~Lattice() [109]
[116]    0.0    0.00    0.00     114         std::vector<Coordinate, std::allocator<Coordinate> >::~vector() [116]
                0.00    0.00     108/108         std::_Vector_base<Coordinate, std::allocator<Coordinate> >::~_Vector_base() [122]
                0.00    0.00      86/86          void std::_Destroy<Coordinate*, Coordinate>(Coordinate*, Coordinate*, std::allocator<Coordinate>&) [141]
                0.00    0.00      76/76          std::_Vector_base<Coordinate, std::allocator<Coordinate> >::_M_get_Tp_allocator() [148]
-----------------------------------------------
                0.00    0.00     114/114         int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [42]
[117]    0.0    0.00    0.00     114         int* std::__niter_base<int*>(int*) [117]
-----------------------------------------------
                0.00    0.00     113/113         std::allocator<Bond>::allocator() [126]
[118]    0.0    0.00    0.00     113         __gnu_cxx::new_allocator<Bond>::new_allocator() [118]
-----------------------------------------------
                0.00    0.00     113/113         Lattice::Lattice(int) [21]
[119]    0.0    0.00    0.00     113         std::vector<Coordinate, std::allocator<Coordinate> >::vector() [119]
                0.00    0.00     142/142         std::_Vector_base<Coordinate, std::allocator<Coordinate> >::_Vector_base() [108]
-----------------------------------------------
                0.00    0.00     111/111         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [124]
[120]    0.0    0.00    0.00     111         std::allocator<int>::allocator(std::allocator<int> const&) [120]
                0.00    0.00     100/100         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [127]
-----------------------------------------------
                0.00    0.00     110/110         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [125]
[121]    0.0    0.00    0.00     110         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [121]
                0.00    0.00     107/107         __gnu_cxx::new_allocator<int>::max_size() const [123]
-----------------------------------------------
                0.00    0.00     108/108         std::vector<Coordinate, std::allocator<Coordinate> >::~vector() [116]
[122]    0.0    0.00    0.00     108         std::_Vector_base<Coordinate, std::allocator<Coordinate> >::~_Vector_base() [122]
                0.00    0.00      93/93          std::_Vector_base<Coordinate, std::allocator<Coordinate> >::_Vector_impl::~_Vector_impl() [130]
                0.00    0.00      91/91          std::_Vector_base<Coordinate, std::allocator<Coordinate> >::_M_deallocate(Coordinate*, unsigned long) [133]
-----------------------------------------------
                0.00    0.00     107/107         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [121]
[123]    0.0    0.00    0.00     107         __gnu_cxx::new_allocator<int>::max_size() const [123]
-----------------------------------------------
                0.00    0.00     104/104         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [136]
[124]    0.0    0.00    0.00     104         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [124]
                0.00    0.00     111/111         std::allocator<int>::allocator(std::allocator<int> const&) [120]
-----------------------------------------------
                0.00    0.00     103/103         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [132]
[125]    0.0    0.00    0.00     103         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [125]
