Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 [171] arma::Col<double>::Col(unsigned long long) [18] std::vector<int, std::allocator<int> >::size() const [71] decltype (__miter_base(({parm#1}.base)())) std::__miter_base<Bond*>(std::move_iterator<Bond*>)
 [216] arma::Col<double>::Col<arma::eOp<arma::Mat<double>, arma::eop_pow> >(arma::Base<double, arma::eOp<arma::Mat<double>, arma::eop_pow> > const&) [179] std::ios_base::flags() const [74] Bond* std::__miter_base<Bond*>(Bond*)
 [167] arma::Col<double>::Col() [114] std::allocator<Coordinate>::allocator() [72] Bond* std::__niter_base<Bond*>(Bond*)
 [155] arma::Col<double>::~Col() [145] std::allocator<Coordinate>::~allocator() [117] int* std::__niter_base<int*>(int*)
  [37] arma::Mat<double>::fill(double) [126] std::allocator<Bond>::allocator() [95] int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
 [170] arma::Mat<double>::set_size(unsigned long long) [147] std::allocator<Bond>::~allocator() [29] std::ostream_iterator<int, char, std::char_traits<char> > std::__copy_move_a<false, int*, std::ostream_iterator<int, char, std::char_traits<char> > >(int*, int*, std::ostream_iterator<int, char, std::char_traits<char> >)
 [172] arma::Mat<double>::init_cold() [228] std::allocator<double>::allocator() [89] Bond* std::__copy_move_a<true, Bond*, Bond*>(Bond*, Bond*, Bond*)
 [168] arma::Mat<double>::init_warm(unsigned long long, unsigned long long) [229] std::allocator<double>::~allocator() [90] Bond* std::__copy_move_a2<true, Bond*, Bond*>(Bond*, Bond*, Bond*)
 [173] arma::Mat<double>::Mat(arma::arma_vec_indicator const&, unsigned long long, unsigned long long, unsigned int) [101] std::allocator<int>::allocator() [5] void std::random_shuffle<__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >)
 [162] arma::Mat<double>::Mat(arma::arma_vec_indicator const&, unsigned int) [120] std::allocator<int>::allocator(std::allocator<int> const&) [82] Bond* std::uninitialized_copy<std::move_iterator<Bond*>, Bond*>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*)
 [156] arma::Mat<double>::~Mat() [92] std::allocator<int>::~allocator() [78] Bond* std::__uninitialized_copy_a<std::move_iterator<Bond*>, Bond*, Bond>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*, std::allocator<Bond>&)
 [217] arma::Mat<double> const& arma::Mat<double>::operator=<arma::Mat<double>, arma::eop_pow>(arma::eOp<arma::Mat<double>, arma::eop_pow> const&) [81] Bond* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<Bond>(Bond const*, Bond const*, Bond*) [43] int* std::__uninitialized_default_n<int*, unsigned long>(int*, unsigned long)
 [218] arma::eOp<arma::Mat<double>, arma::eop_pow>::eOp(arma::Mat<double> const&, double) [146] void std::_Destroy_aux<true>::__destroy<Coordinate*>(Coordinate*, Coordinate*) [46] int* std::__uninitialized_default_n_a<int*, unsigned long, int>(int*, unsigned long, std::allocator<int>&)
 [219] arma::eOp<arma::Mat<double>, arma::eop_pow>::~eOp() [79] void std::_Destroy_aux<true>::__destroy<Bond*>(Bond*, Bond*) [66] std::move_iterator<Bond*> std::__make_move_if_noexcept_iterator<Bond, std::move_iterator<Bond*> >(Bond*)
 [157] arma::Base<double, arma::Mat<double> >::Base() [230] void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [77] Bond* std::__uninitialized_move_if_noexcept_a<Bond*, Bond*, std::allocator<Bond> >(Bond*, Bond*, Bond*, std::allocator<Bond>&)
 [220] arma::Base<double, arma::eOp<arma::Mat<double>, arma::eop_pow> >::Base() [105] void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [85] unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
 [200] arma::fill::fill_class<arma::fill::fill_randn>::fill_class() [113] std::_Vector_base<Coordinate, std::allocator<Coordinate> >::_Vector_impl::_Vector_impl() [33] __gnu_cxx::__promote_2<double, int, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<double, int>(double, int)
 [201] arma::fill::fill_class<arma::fill::fill_randu>::fill_class() [130] std::_Vector_base<Coordinate, std::allocator<Coordinate> >::_Vector_impl::~_Vector_impl() [19] __gnu_cxx::__promote_2<int, int, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<int, int>(int, int)
 [202] arma::fill::fill_class<arma::fill::fill_zeros>::fill_class() [133] std::_Vector_base<Coordinate, std::allocator<Coordinate> >::_M_deallocate(Coordinate*, unsigned long) [73] Bond* std::copy<std::move_iterator<Bond*>, Bond*>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*)
 [203] arma::fill::fill_class<arma::fill::fill_eye>::fill_class() [148] std::_Vector_base<Coordinate, std::allocator<Coordinate> >::_M_get_Tp_allocator() [24] void std::fill<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&)
 [204] arma::fill::fill_class<arma::fill::fill_none>::fill_class() [108] std::_Vector_base<Coordinate, std::allocator<Coordinate> >::_Vector_base() [26] std::remove_reference<Bond&>::type&& std::move<Bond&>(Bond&)
 [205] arma::fill::fill_class<arma::fill::fill_ones>::fill_class() [122] std::_Vector_base<Coordinate, std::allocator<Coordinate> >::~_Vector_base() [16] std::enable_if<std::__and_<std::is_move_constructible<Bond>, std::is_move_assignable<Bond> >::value, void>::type std::swap<Bond>(Bond&, Bond&)
 [221] arma::Proxy<arma::Mat<double> >::Proxy(arma::Mat<double> const&) [80] std::_Vector_base<Bond, std::allocator<Bond> >::_M_allocate(unsigned long) [185] std::isinf(double)
 [174] arma::diskio::safe_rename(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [135] std::_Vector_base<Bond, std::allocator<Bond> >::_Vector_impl::_Vector_impl() [42] int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&)
 [175] arma::diskio::gen_tmp_name(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [134] std::_Vector_base<Bond, std::allocator<Bond> >::_Vector_impl::~_Vector_impl() [35] Bond const& std::forward<Bond const&>(std::remove_reference<Bond const&>::type&)
 [176] bool arma::diskio::save_csv_ascii<double>(arma::Mat<double> const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [70] std::_Vector_base<Bond, std::allocator<Bond> >::_M_deallocate(Bond*, unsigned long) [138] void std::_Destroy<Coordinate*>(Coordinate*, Coordinate*)
 [177] bool arma::diskio::save_csv_ascii<double>(arma::Mat<double> const&, std::ostream&) [63] std::_Vector_base<Bond, std::allocator<Bond> >::_M_get_Tp_allocator() [141] void std::_Destroy<Coordinate*, Coordinate>(Coordinate*, Coordinate*, std::allocator<Coordinate>&)
 [160] double* arma::memory::acquire<double>(unsigned long long) [131] std::_Vector_base<Bond, std::allocator<Bond> >::_Vector_base() [87] void std::_Destroy<Bond*>(Bond*, Bond*)
 [206] void arma::arrayops::inplace_div<double>(double*, double, unsigned long long) [111] std::_Vector_base<Bond, std::allocator<Bond> >::~_Vector_base() [68] void std::_Destroy<Bond*, Bond>(Bond*, Bond*, std::allocator<Bond>&)
 [169] void arma::arrayops::inplace_set<double>(double*, double, unsigned long long) [231] std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [239] void std::_Destroy<double*>(double*, double*)
 [207] void arma::arrayops::inplace_div_base<double>(double*, double, unsigned long long) [232] std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [240] void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&)
 [222] void arma::eop_core<arma::eop_pow>::apply<arma::Mat<double>, arma::Mat<double> >(arma::Mat<double>&, arma::eOp<arma::Mat<double>, arma::eop_pow> const&) [233] std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [104] void std::_Destroy<int*>(int*, int*)
 [223] arma::linspace(double, double, unsigned long long) [234] std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [98] void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&)
 [224] arma::enable_if2<arma::is_Mat<arma::Col<double> >::value, arma::Col<double> >::result arma::linspace<arma::Col<double> >(arma::Col<double>::pod_type, arma::Col<double>::pod_type, unsigned long long) [235] std::_Vector_base<double, std::allocator<double> >::_Vector_base() [40] __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a<int*, int>(int*, int*, int const&)
   [6] Lattice::getRootNode(int) [236] std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [61] std::isfinite(double)
   [4] Lattice::shuffleBonds() [132] std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [10] void std::iter_swap<__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >)
  [52] Lattice::binomial_coeff(int) [137] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [163] std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags)
  [11] Lattice::generateNeighbors() [124] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [158] std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags)
   [3] Lattice::calcAverageClusterSize(Bond&) [103] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [164] std::operator~(std::_Ios_Fmtflags)
   [8] Lattice::getPvalue()  [100] std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [241] bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
  [21] Lattice::Lattice(int) [110] std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [165] std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags)
 [109] Lattice::~Lattice()    [93] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [166] std::operator|(std::_Ios_Fmtflags, std::_Ios_Fmtflags)
  [49] Activator::calculateChi(arma::Col<double>&, arma::Col<double>&) [136] std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [151] std::operator|(std::_Ios_Openmode, std::_Ios_Openmode)
  [47] Activator::calculateConvolution() [139] std::_Vector_base<int, std::allocator<int> >::_Vector_base() [28] operator new(unsigned long, void*)
  [48] Activator::run_loops(int) [96] std::_Vector_base<int, std::allocator<int> >::~_Vector_base()
